Route_id,Origin,Destination
ABE-ATL,ABE,ATL
AEX-ATL,AEX,ATL
DFW-DTW,DFW,DTW
DFW-MSP,DFW,MSP
PIT-BOS,PIT,BOS
PIT-JFK,PIT,JFK
PIT-MSP,PIT,MSP
AGS-ATL,AGS,ATL
HSV-ATL,HSV,ATL
ATL-ABE,ATL,ABE
ATL-AEX,ATL,AEX
ATL-AGS,ATL,AGS
ATL-AVL,ATL,AVL
ATL-BHM,ATL,BHM
ATL-BMI,ATL,BMI
ATL-BTR,ATL,BTR
ATL-BTV,ATL,BTV
ATL-CAE,ATL,CAE
ATL-CAK,ATL,CAK
ATL-CHA,ATL,CHA
ATL-CHO,ATL,CHO
ATL-CID,ATL,CID
ATL-CRW,ATL,CRW
ATL-CSG,ATL,CSG
ATL-DSM,ATL,DSM
ATL-ELM,ATL,ELM
ATL-EVV,ATL,EVV
ATL-EWN,ATL,EWN
ATL-EYW,ATL,EYW
ATL-FSD,ATL,FSD
ATL-FSM,ATL,FSM
ATL-GNV,ATL,GNV
ATL-GPT,ATL,GPT
ATL-GSO,ATL,GSO
ATL-GTR,ATL,GTR
ATL-HPN,ATL,HPN
ATL-HSV,ATL,HSV
ATL-ILM,ATL,ILM
ATL-JAN,ATL,JAN
ATL-LEX,ATL,LEX
ATL-LFT,ATL,LFT
ATL-LIT,ATL,LIT
ATL-LNK,ATL,LNK
ATL-MDT,ATL,MDT
ATL-MGM,ATL,MGM
ATL-MYR,ATL,MYR
ATL-OAJ,ATL,OAJ
ATL-PHF,ATL,PHF
ATL-PIA,ATL,PIA
ATL-SDF,ATL,SDF
ATL-SGF,ATL,SGF
ATL-SHV,ATL,SHV
ATL-TLH,ATL,TLH
ATL-TRI,ATL,TRI
ATL-TUL,ATL,TUL
ATL-TYS,ATL,TYS
ATL-VPS,ATL,VPS
ATW-DTW,ATW,DTW
ATW-MSP,ATW,MSP
AUS-DTW,AUS,DTW
AUS-MSP,AUS,MSP
CWA-DTW,CWA,DTW
CWA-MSP,CWA,MSP
AVL-ATL,AVL,ATL
AVP-DTW,AVP,DTW
SHV-ATL,SHV,ATL
BDL-MSP,BDL,MSP
BGR-LGA,BGR,LGA
BHM-ATL,BHM,ATL
BIS-MSP,BIS,MSP
CAK-ATL,CAK,ATL
CLE-DTW,CLE,DTW
CLE-JFK,CLE,JFK
CLE-MSP,CLE,MSP
BMI-ATL,BMI,ATL
BNA-BOS,BNA,BOS
BOS-BNA,BOS,BNA
BOS-CVG,BOS,CVG
BOS-JFK,BOS,JFK
BOS-RDU,BOS,RDU
BTR-ATL,BTR,ATL
BTV-ATL,BTV,ATL
BTV-DTW,BTV,DTW
BTV-JFK,BTV,JFK
BTV-LGA,BTV,LGA
BUF-JFK,BUF,JFK
BUF-LGA,BUF,LGA
BWI-JFK,BWI,JFK
DCA-JFK,DCA,JFK
IAD-JFK,IAD,JFK
IAD-MSP,IAD,MSP
CAE-ATL,CAE,ATL
GTR-ATL,GTR,ATL
CHA-ATL,CHA,ATL
CHO-ATL,CHO,ATL
CHS-LGA,CHS,LGA
CID-ATL,CID,ATL
CLT-JFK,CLT,JFK
CMH-MSP,CMH,MSP
MYR-ATL,MYR,ATL
JAX-JFK,JAX,JFK
JAX-LGA,JAX,LGA
CRW-ATL,CRW,ATL
CSG-ATL,CSG,ATL
DAY-MSP,DAY,MSP
DTW-ATW,DTW,ATW
DTW-AUS,DTW,AUS
DTW-AVP,DTW,AVP
DTW-BTV,DTW,BTV
DTW-CLE,DTW,CLE
DTW-CVG,DTW,CVG
DTW-CWA,DTW,CWA
DTW-DAY,DTW,DAY
DTW-DSM,DTW,DSM
DTW-ELM,DTW,ELM
DTW-EVV,DTW,EVV
DTW-EWR,DTW,EWR
DTW-GRB,DTW,GRB
DTW-GRR,DTW,GRR
DTW-IND,DTW,IND
DTW-JFK,DTW,JFK
DTW-LAN,DTW,LAN
DTW-MDT,DTW,MDT
DTW-MSN,DTW,MSN
DTW-PHL,DTW,PHL
DTW-RIC,DTW,RIC
DTW-ROC,DTW,ROC
DTW-SAT,DTW,SAT
DTW-SYR,DTW,SYR
DTW-TVC,DTW,TVC
DTW-TYS,DTW,TYS
DSM-ATL,DSM,ATL
DSM-DTW,DSM,DTW
DSM-MSP,DSM,MSP
MCO-RDU,MCO,RDU
VPS-ATL,VPS,ATL
ELM-ATL,ELM,ATL
ELM-DTW,ELM,DTW
EVV-ATL,EVV,ATL
EVV-DTW,EVV,DTW
EWN-ATL,EWN,ATL
EYW-ATL,EYW,ATL
MSP-ATW,MSP,ATW
MSP-AUS,MSP,AUS
MSP-BDL,MSP,BDL
MSP-BIS,MSP,BIS
MSP-CLE,MSP,CLE
MSP-CMH,MSP,CMH
MSP-CVG,MSP,CVG
MSP-CWA,MSP,CWA
MSP-DAY,MSP,DAY
MSP-DSM,MSP,DSM
MSP-GRR,MSP,GRR
MSP-GTF,MSP,GTF
MSP-HRL,MSP,HRL
MSP-IAD,MSP,IAD
MSP-IND,MSP,IND
MSP-MEM,MSP,MEM
MSP-MKE,MSP,MKE
MSP-MOT,MSP,MOT
MSP-MSN,MSP,MSN
MSP-OMA,MSP,OMA
MSP-PHL,MSP,PHL
MSP-PIT,MSP,PIT
MSP-RDU,MSP,RDU
MSP-RIC,MSP,RIC
MSP-ROC,MSP,ROC
MSP-SAT,MSP,SAT
MSP-SDF,MSP,SDF
EWR-DTW,EWR,DTW
HPN-ATL,HPN,ATL
JFK-BOS,JFK,BOS
JFK-BTV,JFK,BTV
JFK-BUF,JFK,BUF
JFK-BWI,JFK,BWI
JFK-CLE,JFK,CLE
JFK-CLT,JFK,CLT
JFK-CVG,JFK,CVG
JFK-DCA,JFK,DCA
JFK-DTW,JFK,DTW
JFK-IAD,JFK,IAD
JFK-JAX,JFK,JAX
JFK-ORF,JFK,ORF
JFK-PWM,JFK,PWM
JFK-RDU,JFK,RDU
JFK-RIC,JFK,RIC
JFK-SAV,JFK,SAV
JFK-SRQ,JFK,SRQ
JFK-SYR,JFK,SYR
LGA-BGR,LGA,BGR
LGA-BTV,LGA,BTV
LGA-BUF,LGA,BUF
LGA-CHS,LGA,CHS
LGA-CVG,LGA,CVG
LGA-GSO,LGA,GSO
LGA-JAX,LGA,JAX
LGA-ORF,LGA,ORF
LGA-PIT,LGA,PIT
LGA-PWM,LGA,PWM
LGA-RIC,LGA,RIC
LGA-ROC,LGA,ROC
LGA-TYS,LGA,TYS
FSD-ATL,FSD,ATL
FSM-ATL,FSM,ATL
GSP-ATL,GSP,ATL
GTF-MSP,GTF,MSP
GNV-ATL,GNV,ATL
GPT-ATL,GPT,ATL
GRB-DTW,GRB,DTW
GRR-DTW,GRR,DTW
GRR-MSP,GRR,MSP
GSO-ATL,GSO,ATL
GSO-LGA,GSO,LGA
MDT-ATL,MDT,ATL
MDT-DTW,MDT,DTW
HRL-MSP,HRL,MSP
ILM-ATL,ILM,ATL
IND-DTW,IND,DTW
IND-LGA,IND,LGA
IND-MSP,IND,MSP
JAN-ATL,JAN,ATL
LIT-ATL,LIT,ATL
LAN-DTW,LAN,DTW
LEX-ATL,LEX,ATL
LFT-ATL,LFT,ATL
LNK-ATL,LNK,ATL
SDF-ATL,SDF,ATL
SDF-MSP,SDF,MSP
CVG-BOS,CVG,BOS
CVG-DTW,CVG,DTW
CVG-JFK,CVG,JFK
CVG-LGA,CVG,LGA
CVG-MSP,CVG,MSP
TPA-RDU,TPA,RDU
SAT-DTW,SAT,DTW
SAT-MSP,SAT,MSP
MEM-MSP,MEM,MSP
MGM-ATL,MGM,ATL
MOT-MSP,MOT,MSP
OMA-MSP,OMA,MSP
MKE-MSP,MKE,MSP
MSN-DTW,MSN,DTW
MSN-MSP,MSN,MSP
ORF-JFK,ORF,JFK
ORF-LGA,ORF,LGA
PHF-ATL,PHF,ATL
OAJ-ATL,OAJ,ATL
PHL-DTW,PHL,DTW
PHL-MSP,PHL,MSP
PIA-ATL,PIA,ATL
PWM-LGA,PWM,LGA
RAP-MSP,RAP,MSP
RDU-BOS,RDU,BOS
RDU-JFK,RDU,JFK
RDU-LGA,RDU,LGA
RDU-MCO,RDU,MCO
RDU-MSP,RDU,MSP
RDU-TPA,RDU,TPA
RIC-DTW,RIC,DTW
RIC-JFK,RIC,JFK
RIC-LGA,RIC,LGA
ROC-DTW,ROC,DTW
ROC-LGA,ROC,LGA
TUL-ATL,TUL,ATL
SAV-JFK,SAV,JFK
SAV-LGA,SAV,LGA
SGF-ATL,SGF,ATL
SRQ-JFK,SRQ,JFK
SYR-DTW,SYR,DTW
SYR-JFK,SYR,JFK
TLH-ATL,TLH,ATL
TRI-ATL,TRI,ATL
TVC-DTW,TVC,DTW
TYS-ATL,TYS,ATL
TYS-DTW,TYS,DTW
ABQ-DFW,ABQ,DFW
ABQ-ORD,ABQ,ORD
COS-DFW,COS,DFW
DFW-ABQ,DFW,ABQ
DFW-ATL,DFW,ATL
DFW-AUS,DFW,AUS
DFW-BDL,DFW,BDL
DFW-BNA,DFW,BNA
DFW-BOI,DFW,BOI
DFW-BOS,DFW,BOS
DFW-BUF,DFW,BUF
DFW-BWI,DFW,BWI
DFW-BZN,DFW,BZN
DFW-CAE,DFW,CAE
DFW-CHS,DFW,CHS
DFW-CLE,DFW,CLE
DFW-CLT,DFW,CLT
DFW-CMH,DFW,CMH
DFW-COS,DFW,COS
DFW-CVG,DFW,CVG
DFW-DCA,DFW,DCA
DFW-DEN,DFW,DEN
DFW-DSM,DFW,DSM
DFW-EGE,DFW,EGE
DFW-ELP,DFW,ELP
DFW-EWR,DFW,EWR
DFW-FAT,DFW,FAT
DFW-FLL,DFW,FLL
DFW-GEG,DFW,GEG
DFW-GRR,DFW,GRR
DFW-GSP,DFW,GSP
DFW-GUC,DFW,GUC
DFW-HDN,DFW,HDN
DFW-HNL,DFW,HNL
DFW-IAD,DFW,IAD
DFW-IAH,DFW,IAH
DFW-ICT,DFW,ICT
DFW-IND,DFW,IND
DFW-JAC,DFW,JAC
DFW-JAX,DFW,JAX
DFW-JFK,DFW,JFK
DFW-KOA,DFW,KOA
DFW-LAS,DFW,LAS
DFW-LAX,DFW,LAX
DFW-LGA,DFW,LGA
DFW-MCI,DFW,MCI
DFW-MCO,DFW,MCO
DFW-MEM,DFW,MEM
DFW-MIA,DFW,MIA
DFW-MSY,DFW,MSY
DFW-MTJ,DFW,MTJ
DFW-OAK,DFW,OAK
DFW-OGG,DFW,OGG
DFW-OKC,DFW,OKC
DFW-OMA,DFW,OMA
DFW-ONT,DFW,ONT
DFW-ORD,DFW,ORD
DFW-ORF,DFW,ORF
DFW-PBI,DFW,PBI
DFW-PDX,DFW,PDX
DFW-PHL,DFW,PHL
DFW-PHX,DFW,PHX
DFW-PIT,DFW,PIT
DFW-PNS,DFW,PNS
DFW-PSP,DFW,PSP
DFW-RDU,DFW,RDU
DFW-RIC,DFW,RIC
DFW-RNO,DFW,RNO
DFW-RSW,DFW,RSW
DFW-SAN,DFW,SAN
DFW-SAT,DFW,SAT
DFW-SAV,DFW,SAV
DFW-SEA,DFW,SEA
DFW-SFO,DFW,SFO
DFW-SJC,DFW,SJC
DFW-SJU,DFW,SJU
DFW-SLC,DFW,SLC
DFW-SMF,DFW,SMF
DFW-SNA,DFW,SNA
DFW-STL,DFW,STL
DFW-TPA,DFW,TPA
DFW-TUL,DFW,TUL
DFW-TUS,DFW,TUS
DFW-VPS,DFW,VPS
PIT-CLT,PIT,CLT
PIT-DFW,PIT,DFW
PIT-ORD,PIT,ORD
PIT-PHL,PIT,PHL
PIT-PHX,PIT,PHX
ALB-CLT,ALB,CLT
DEN-CLT,DEN,CLT
DEN-DFW,DEN,DFW
DEN-LAX,DEN,LAX
DEN-MIA,DEN,MIA
DEN-ORD,DEN,ORD
DEN-PHL,DEN,PHL
DEN-PHX,DEN,PHX
ATL-CLT,ATL,CLT
ATL-DFW,ATL,DFW
ATL-LAX,ATL,LAX
ATL-LGA,ATL,LGA
ATL-MIA,ATL,MIA
ATL-ORD,ATL,ORD
ATL-PHL,ATL,PHL
ATL-PHX,ATL,PHX
AUS-CLT,AUS,CLT
AUS-DFW,AUS,DFW
AUS-JFK,AUS,JFK
AUS-LAX,AUS,LAX
AUS-MIA,AUS,MIA
AUS-ORD,AUS,ORD
AUS-PHL,AUS,PHL
AUS-PHX,AUS,PHX
TUS-DFW,TUS,DFW
TUS-LAX,TUS,LAX
TUS-ORD,TUS,ORD
TUS-PHX,TUS,PHX
PHX-ATL,PHX,ATL
PHX-AUS,PHX,AUS
PHX-BOI,PHX,BOI
PHX-BOS,PHX,BOS
PHX-BWI,PHX,BWI
PHX-CLT,PHX,CLT
PHX-CMH,PHX,CMH
PHX-DCA,PHX,DCA
PHX-DEN,PHX,DEN
PHX-DFW,PHX,DFW
PHX-DSM,PHX,DSM
PHX-DTW,PHX,DTW
PHX-EWR,PHX,EWR
PHX-GEG,PHX,GEG
PHX-GRR,PHX,GRR
PHX-HNL,PHX,HNL
PHX-IAH,PHX,IAH
PHX-IND,PHX,IND
PHX-JFK,PHX,JFK
PHX-KOA,PHX,KOA
PHX-LAS,PHX,LAS
PHX-LAX,PHX,LAX
PHX-LIH,PHX,LIH
PHX-MCI,PHX,MCI
PHX-MCO,PHX,MCO
PHX-MIA,PHX,MIA
PHX-MKE,PHX,MKE
PHX-MSP,PHX,MSP
PHX-OAK,PHX,OAK
PHX-OGG,PHX,OGG
PHX-OMA,PHX,OMA
PHX-ONT,PHX,ONT
PHX-ORD,PHX,ORD
PHX-PDX,PHX,PDX
PHX-PHL,PHX,PHL
PHX-PIT,PHX,PIT
PHX-RNO,PHX,RNO
PHX-SAN,PHX,SAN
PHX-SAT,PHX,SAT
PHX-SEA,PHX,SEA
PHX-SFO,PHX,SFO
PHX-SJC,PHX,SJC
PHX-SLC,PHX,SLC
PHX-SMF,PHX,SMF
PHX-SNA,PHX,SNA
PHX-STL,PHX,STL
PHX-TPA,PHX,TPA
PHX-TUS,PHX,TUS
BDL-CLT,BDL,CLT
BDL-DFW,BDL,DFW
BDL-LAX,BDL,LAX
BDL-MIA,BDL,MIA
BDL-ORD,BDL,ORD
BDL-PHL,BDL,PHL
SEA-CLT,SEA,CLT
SEA-DFW,SEA,DFW
SEA-JFK,SEA,JFK
SEA-MIA,SEA,MIA
SEA-ORD,SEA,ORD
SEA-PHL,SEA,PHL
SEA-PHX,SEA,PHX
ELP-DFW,ELP,DFW
CLE-CLT,CLE,CLT
CLE-DFW,CLE,DFW
CLE-PHL,CLE,PHL
BNA-CLT,BNA,CLT
BNA-DFW,BNA,DFW
BNA-LAX,BNA,LAX
BNA-MIA,BNA,MIA
BNA-ORD,BNA,ORD
BNA-PHL,BNA,PHL
BOI-DFW,BOI,DFW
BOI-PHX,BOI,PHX
BOS-CLT,BOS,CLT
BOS-DCA,BOS,DCA
BOS-DFW,BOS,DFW
BOS-LAX,BOS,LAX
BOS-LGA,BOS,LGA
BOS-MIA,BOS,MIA
BOS-ORD,BOS,ORD
BOS-PHL,BOS,PHL
BOS-PHX,BOS,PHX
MHT-PHL,MHT,PHL
PVD-CLT,PVD,CLT
PVD-MIA,PVD,MIA
BUF-CLT,BUF,CLT
BUF-DFW,BUF,DFW
BUF-MIA,BUF,MIA
BZN-DFW,BZN,DFW
BWI-CLT,BWI,CLT
BWI-DFW,BWI,DFW
BWI-MIA,BWI,MIA
BWI-ORD,BWI,ORD
BWI-PHX,BWI,PHX
DCA-BOS,DCA,BOS
DCA-CLT,DCA,CLT
DCA-DFW,DCA,DFW
DCA-LAX,DCA,LAX
DCA-MCO,DCA,MCO
DCA-MIA,DCA,MIA
DCA-ORD,DCA,ORD
DCA-PBI,DCA,PBI
DCA-PHL,DCA,PHL
DCA-PHX,DCA,PHX
DCA-RSW,DCA,RSW
DCA-TPA,DCA,TPA
IAD-CLT,IAD,CLT
IAD-DFW,IAD,DFW
IAD-LAX,IAD,LAX
CAE-DFW,CAE,DFW
ICT-DFW,ICT,DFW
ORD-ABQ,ORD,ABQ
ORD-ATL,ORD,ATL
ORD-AUS,ORD,AUS
ORD-BDL,ORD,BDL
ORD-BNA,ORD,BNA
ORD-BOS,ORD,BOS
ORD-BWI,ORD,BWI
ORD-CLT,ORD,CLT
ORD-DCA,ORD,DCA
ORD-DEN,ORD,DEN
ORD-DFW,ORD,DFW
ORD-DTW,ORD,DTW
ORD-EGE,ORD,EGE
ORD-EWR,ORD,EWR
ORD-FLL,ORD,FLL
ORD-HNL,ORD,HNL
ORD-IND,ORD,IND
ORD-JAC,ORD,JAC
ORD-JAX,ORD,JAX
ORD-JFK,ORD,JFK
ORD-LAS,ORD,LAS
ORD-LAX,ORD,LAX
ORD-LGA,ORD,LGA
ORD-MCI,ORD,MCI
ORD-MCO,ORD,MCO
ORD-MIA,ORD,MIA
ORD-MSP,ORD,MSP
ORD-MSY,ORD,MSY
ORD-PBI,ORD,PBI
ORD-PDX,ORD,PDX
ORD-PHL,ORD,PHL
ORD-PHX,ORD,PHX
ORD-PIT,ORD,PIT
ORD-PSP,ORD,PSP
ORD-RDU,ORD,RDU
ORD-RSW,ORD,RSW
ORD-SAN,ORD,SAN
ORD-SAT,ORD,SAT
ORD-SEA,ORD,SEA
ORD-SFO,ORD,SFO
ORD-SJC,ORD,SJC
ORD-SJU,ORD,SJU
ORD-SLC,ORD,SLC
ORD-SMF,ORD,SMF
ORD-SNA,ORD,SNA
ORD-STL,ORD,STL
ORD-TPA,ORD,TPA
ORD-TUS,ORD,TUS
CHS-CLT,CHS,CLT
CHS-DFW,CHS,DFW
CLT-ALB,CLT,ALB
CLT-ATL,CLT,ATL
CLT-AUS,CLT,AUS
CLT-BDL,CLT,BDL
CLT-BNA,CLT,BNA
CLT-BOS,CLT,BOS
CLT-BUF,CLT,BUF
CLT-BWI,CLT,BWI
CLT-CHS,CLT,CHS
CLT-CLE,CLT,CLE
CLT-DCA,CLT,DCA
CLT-DEN,CLT,DEN
CLT-DFW,CLT,DFW
CLT-DTW,CLT,DTW
CLT-EWR,CLT,EWR
CLT-FLL,CLT,FLL
CLT-GSO,CLT,GSO
CLT-IAD,CLT,IAD
CLT-IAH,CLT,IAH
CLT-ILM,CLT,ILM
CLT-IND,CLT,IND
CLT-JAX,CLT,JAX
CLT-LAS,CLT,LAS
CLT-LAX,CLT,LAX
CLT-LGA,CLT,LGA
CLT-MCI,CLT,MCI
CLT-MCO,CLT,MCO
CLT-MDT,CLT,MDT
CLT-MEM,CLT,MEM
CLT-MIA,CLT,MIA
CLT-MSP,CLT,MSP
CLT-MSY,CLT,MSY
CLT-ORD,CLT,ORD
CLT-ORF,CLT,ORF
CLT-PBI,CLT,PBI
CLT-PDX,CLT,PDX
CLT-PHL,CLT,PHL
CLT-PHX,CLT,PHX
CLT-PIT,CLT,PIT
CLT-PVD,CLT,PVD
CLT-PWM,CLT,PWM
CLT-RDU,CLT,RDU
CLT-RIC,CLT,RIC
CLT-RSW,CLT,RSW
CLT-SAN,CLT,SAN
CLT-SAT,CLT,SAT
CLT-SAV,CLT,SAV
CLT-SEA,CLT,SEA
CLT-SFO,CLT,SFO
CLT-SJU,CLT,SJU
CLT-SLC,CLT,SLC
CLT-SMF,CLT,SMF
CLT-SRQ,CLT,SRQ
CLT-STL,CLT,STL
CLT-STT,CLT,STT
CLT-SYR,CLT,SYR
CLT-TPA,CLT,TPA
CLT-TUL,CLT,TUL
CLT-TUS,CLT,TUS
CMH-DFW,CMH,DFW
CMH-LAX,CMH,LAX
CMH-PHX,CMH,PHX
STL-CLT,STL,CLT
STL-DFW,STL,DFW
STL-LAX,STL,LAX
STL-MIA,STL,MIA
STL-ORD,STL,ORD
STL-PHX,STL,PHX
JAX-CLT,JAX,CLT
JAX-DFW,JAX,DFW
JAX-ORD,JAX,ORD
JAX-PHL,JAX,PHL
DTW-CLT,DTW,CLT
DTW-DFW,DTW,DFW
DTW-MIA,DTW,MIA
DTW-ORD,DTW,ORD
DTW-PHX,DTW,PHX
DSM-DFW,DSM,DFW
DSM-PHX,DSM,PHX
IAH-CLT,IAH,CLT
IAH-DFW,IAH,DFW
IAH-LAX,IAH,LAX
IAH-MIA,IAH,MIA
IAH-PHL,IAH,PHL
IAH-PHX,IAH,PHX
MCO-CLT,MCO,CLT
MCO-DCA,MCO,DCA
MCO-DFW,MCO,DFW
MCO-JFK,MCO,JFK
MCO-LAX,MCO,LAX
MCO-LGA,MCO,LGA
MCO-MIA,MCO,MIA
MCO-ORD,MCO,ORD
MCO-PHL,MCO,PHL
MCO-PHX,MCO,PHX
EGE-DFW,EGE,DFW
EGE-JFK,EGE,JFK
EGE-LAX,EGE,LAX
EGE-MIA,EGE,MIA
EGE-ORD,EGE,ORD
VPS-DFW,VPS,DFW
FAT-DFW,FAT,DFW
MSP-CLT,MSP,CLT
MSP-DFW,MSP,DFW
MSP-ORD,MSP,ORD
MSP-PHX,MSP,PHX
EWR-CLT,EWR,CLT
EWR-DFW,EWR,DFW
EWR-MIA,EWR,MIA
EWR-ORD,EWR,ORD
EWR-PHX,EWR,PHX
JFK-AUS,JFK,AUS
JFK-DFW,JFK,DFW
JFK-EGE,JFK,EGE
JFK-LAS,JFK,LAS
JFK-LAX,JFK,LAX
JFK-MCO,JFK,MCO
JFK-MIA,JFK,MIA
JFK-ORD,JFK,ORD
JFK-PHX,JFK,PHX
JFK-SAN,JFK,SAN
JFK-SEA,JFK,SEA
JFK-SFO,JFK,SFO
LGA-ATL,LGA,ATL
LGA-BOS,LGA,BOS
LGA-CLT,LGA,CLT
LGA-DFW,LGA,DFW
LGA-MIA,LGA,MIA
LGA-ORD,LGA,ORD
LGA-PHL,LGA,PHL
RSW-CLT,RSW,CLT
RSW-DCA,RSW,DCA
RSW-DFW,RSW,DFW
RSW-ORD,RSW,ORD
RSW-PHL,RSW,PHL
GSP-DFW,GSP,DFW
GEG-DFW,GEG,DFW
GEG-PHX,GEG,PHX
GRR-DFW,GRR,DFW
GRR-PHX,GRR,PHX
GSO-CLT,GSO,CLT
GUC-DFW,GUC,DFW
MDT-CLT,MDT,CLT
HNL-DFW,HNL,DFW
HNL-LAX,HNL,LAX
HNL-ORD,HNL,ORD
HNL-PHX,HNL,PHX
LAS-CLT,LAS,CLT
LAS-DCA,LAS,DCA
LAS-DFW,LAS,DFW
LAS-JFK,LAS,JFK
LAS-LAX,LAS,LAX
LAS-MIA,LAS,MIA
LAS-ORD,LAS,ORD
LAS-PHL,LAS,PHL
LAS-PHX,LAS,PHX
ILM-CLT,ILM,CLT
IND-CLT,IND,CLT
IND-DFW,IND,DFW
IND-LAX,IND,LAX
IND-ORD,IND,ORD
IND-PHX,IND,PHX
JAC-DFW,JAC,DFW
JAC-ORD,JAC,ORD
OAK-DFW,OAK,DFW
OAK-PHX,OAK,PHX
SFO-CLT,SFO,CLT
SFO-DFW,SFO,DFW
SFO-JFK,SFO,JFK
SFO-LAX,SFO,LAX
SFO-MIA,SFO,MIA
SFO-ORD,SFO,ORD
SFO-PHL,SFO,PHL
SFO-PHX,SFO,PHX
SJC-DFW,SJC,DFW
SJC-ORD,SJC,ORD
SJC-PHX,SJC,PHX
FLL-CLT,FLL,CLT
FLL-DFW,FLL,DFW
FLL-ORD,FLL,ORD
FLL-PHL,FLL,PHL
MIA-ATL,MIA,ATL
MIA-AUS,MIA,AUS
MIA-BDL,MIA,BDL
MIA-BNA,MIA,BNA
MIA-BOS,MIA,BOS
MIA-BUF,MIA,BUF
MIA-BWI,MIA,BWI
MIA-CLT,MIA,CLT
MIA-DCA,MIA,DCA
MIA-DEN,MIA,DEN
MIA-DFW,MIA,DFW
MIA-DTW,MIA,DTW
MIA-EGE,MIA,EGE
MIA-EWR,MIA,EWR
MIA-IAH,MIA,IAH
MIA-JFK,MIA,JFK
MIA-LAS,MIA,LAS
MIA-LAX,MIA,LAX
MIA-LGA,MIA,LGA
MIA-MCO,MIA,MCO
MIA-MSY,MIA,MSY
MIA-ORD,MIA,ORD
MIA-PHL,MIA,PHL
MIA-PHX,MIA,PHX
MIA-PVD,MIA,PVD
MIA-RDU,MIA,RDU
MIA-SAN,MIA,SAN
MIA-SAT,MIA,SAT
MIA-SEA,MIA,SEA
MIA-SFO,MIA,SFO
MIA-SJU,MIA,SJU
MIA-STL,MIA,STL
MIA-STT,MIA,STT
MIA-STX,MIA,STX
MIA-TPA,MIA,TPA
LAX-ATL,LAX,ATL
LAX-AUS,LAX,AUS
LAX-BDL,LAX,BDL
LAX-BNA,LAX,BNA
LAX-BOS,LAX,BOS
LAX-CLT,LAX,CLT
LAX-CMH,LAX,CMH
LAX-DCA,LAX,DCA
LAX-DEN,LAX,DEN
LAX-DFW,LAX,DFW
LAX-EGE,LAX,EGE
LAX-HNL,LAX,HNL
LAX-IAD,LAX,IAD
LAX-IAH,LAX,IAH
LAX-IND,LAX,IND
LAX-JFK,LAX,JFK
LAX-KOA,LAX,KOA
LAX-LAS,LAX,LAS
LAX-LIH,LAX,LIH
LAX-MCO,LAX,MCO
